code,exchange,type,country,currency,isin,name
GOAT,PA,ETF,France,EUR,IE00BL0BMZ89,VanEck Morningstar Global Wide Moat UCITS ETF A USD
MOAT,PA,ETF,France,EUR,IE00BQQP9H09,VanEck Morningstar US ESG Wide Moat UCITS ETF
SMOT,PA,ETF,France,EUR,IE000SBU19F7,VanEck Morningstar US SMID Moat UCITS ETF
MOTU,PA,ETF,France,EUR,IE0007I99HX7,VanEck Morningstar US Wide Moat UCITS ETF A Acc
REMX,PA,ETF,France,EUR,IE0002PG6CA6,VanEck Rare Earth and Strategic Metals UCITS ETF A USD Acc
VVMX,PA,ETF,France,EUR,,VanEck Rare Earth and Strategic Metals UCITS ETF A USD Acc
GDIG,PA,ETF,France,EUR,IE00BDFBTQ78,VanEck S&P Global Mining UCITS ETF
SMH,PA,ETF,France,EUR,IE00BMC38736,VanEck Semiconductor UCITS ETF
JEDI,PA,ETF,France,EUR,IE000YU9K6K2,VanEck Space Innovators UCITS ETF A USD Acc
USFA,PA,ETF,France,EUR,IE000J6CHW80,VanEck US Fallen Angel High Yield Bond UCITS ETF A USD Acc
NUCL,PA,ETF,France,EUR,IE000M7V94E1,VanEck Uranium and Nuclear Technologies UCITS ETF A USD Acc
ESPO,PA,ETF,France,EUR,IE00BYWQWR46,VanEck Video Gaming and eSports UCITS ETF A USD
WTAI,PA,ETF,France,EUR,IE00BDVPNG13,WisdomTree Artificial Intelligence UCITS ETF - USD Acc
WDAF,PA,ETF,France,EUR,IE000017NMH7,WisdomTree Asia Defence UCITS ETF - USD Acc
VOLT,PA,ETF,France,EUR,IE00BKLF1R75,WisdomTree Battery Solutions UCITS ETF - USD Acc
WBLK,PA,ETF,France,EUR,IE000940RNE6,WisdomTree Blockchain UCITS ETF - USD Acc
PCOM,PA,ETF,France,EUR,IE00BKY4W127,WisdomTree Broad Commodities UCITS ETF - USD Acc
WCLD,PA,ETF,France,EUR,IE00BJGWQN72,WisdomTree Cloud Computing UCITS ETF - USD Acc
WCBR,PA,ETF,France,EUR,IE00BLPK3577,WisdomTree Cybersecurity UCITS ETF - USD Acc
EEI,PA,ETF,France,EUR,IE00BQZJBX31,WisdomTree Europe Equity Income UCITS ETF
WBLD,PA,ETF,France,EUR,IE000AFVONT7,WisdomTree Europe Infrastructure UCITS ETF EUR Acc
NTSZ,PA,ETF,France,EUR,IE000OV4XWA3,WisdomTree Eurozone Efficient Core UCITS ETF - EUR Acc
EGRA,PA,ETF,France,EUR,IE00BZ56TQ67,WisdomTree Eurozone Quality Dividend Growth UCITS ETF - EUR Acc
WDGF,PA,ETF,France,EUR,IE000KLC2EN9,WisdomTree Global Defence UCITS ETF - USD Acc
NTSG,PA,ETF,France,EUR,IE00077IIPQ8,WisdomTree Global Efficient Core UCITS ETF - USD Acc
XUSA,PA,ETF,France,EUR,IE000X7DRW38,WisdomTree Global Ex-USA Quality Dividend Growth UCITS ETF - EUR Acc
GGRI,PA,ETF,France,EUR,IE00030Y2P41,WisdomTree Global Quality Dividend Growth UCITS ETF - USD (Inst)
GGRA,PA,ETF,France,EUR,IE00BZ56SW52,WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc
WMGT,PA,ETF,France,EUR,IE0000902GT6,WisdomTree Megatrends UCITS ETF - USD Acc
WPAI,PA,ETF,France,EUR,IE000LCKJ888,"WisdomTree Physical AI, Humanoids and Drones UCITS ETF - USD Acc"
WQTM,PA,ETF,France,EUR,IE000W8WMSL2,WisdomTree Quantum Computing UCITS ETF - USD Acc
WSPC,PA,ETF,France,EUR,IE000VDH1PG3,WisdomTree Space Economy UCITS ETF - USD Acc
WENU,PA,ETF,France,EUR,IE0007UE04X9,WisdomTree Strategic Metals UCITS ETF - USD Acc
RARE,PA,ETF,France,EUR,IE000KHX9DX6,WisdomTree Strategic Metals and Rare Earths Miners UCITS ETF - USD Acc
TMGT,PA,ETF,France,EUR,IE0007Z28IJ7,WisdomTree Tech Megatrends UCITS ETF - USD Acc
WEM,PA,ETF,France,EUR,IE000Q1M7HB8,WisdomTree True Emerging Markets UCITS ETF - USD Acc
DGRA,PA,ETF,France,EUR,IE00BZ56RG20,WisdomTree US Quality Dividend Growth UCITS ETF - USD Acc
NCLR,PA,ETF,France,EUR,IE0003BJ2JS4,WisdomTree Uranium and Nuclear Energy UCITS ETF - USD Acc
XEU,PA,ETF,France,EUR,LU0274209237,Xtrackers MSCI Europe UCITS ETF 1C EUR
QNXT,PA,ETF,France,EUR,IE000SVXJH05,iSh Nasd 100 ex-Top 30 UCITS ETF USD Acc
QTOP,PA,ETF,France,EUR,IE000Z7P04F4,iSh Nasdaq 100 Top 30 UCITS ETF USD Acc
AIAA,PA,ETF,France,EUR,IE000Q9W2IR3,iShares AI Adopters & Applications UCITS ETF USD (Acc)
AINF,PA,ETF,France,EUR,IE000X59ZHE2,iShares AI Infrastructure UCITS ETF USD (Acc)
IART,PA,ETF,France,EUR,IE000G0E83X3,iShares AI Innovation Active UCITS ETF USD (Acc) EUR
CYEA,PA,ETF,France,EUR,IE00BKPSFD61,iShares China CNY Bond UCITS ETF USD Acc EUR
DGGE,PA,ETF,France,EUR,IE00023EZQ82,iShares Digital Entertainment and Education UCITS ETF USD (Acc) EUR
CMSE,PA,ETF,France,EUR,DE000A0H0728,iShares Diversified Commodity Swap UCITS ETF (DE)
DFND,PA,ETF,France,EUR,IE000U9ODG19,iShares Global Aerospace & Defence UCITS ETF USD (Acc)
INRE,PA,ETF,France,EUR,IE000U58J0M1,iShares Global Clean Energy Transition UCITS ETF USD (Acc) EUR
EMGA,PA,ETF,France,EUR,IE00BFZPF546,iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Acc)
MTPI,PA,ETF,France,EUR,IE00BMG6Z448,iShares MSCI EM ex China UCITS ETF USD Acc EUR
SEME,PA,ETF,France,EUR,IE000I8KRLL9,iShares MSCI Global Semiconductors UCITS ETF USD Acc EUR
MUSA,PA,ETF,France,EUR,IE0002W8NB38,iShares MSCI USA Swap UCITS ETF USD (Acc) EUR
WPEA,PA,ETF,France,EUR,IE0002XZSHO1,iShares MSCI World Swap PEA UCITS ETF
IWDS,PA,ETF,France,EUR,IE000F9IDGB5,iShares MSCI World Swap UCITS ETF USD Acc
EWSP,PA,ETF,France,EUR,IE000MLMNYS0,iShares S&P 500 Equal Weight UCITS ETF USD (Acc)
SPEA,PA,ETF,France,EUR,IE000DQLYVB9,iShares S&P 500 Swap PEA UCITS ETF EUR (Acc)
SP20,PA,ETF,France,EUR,IE000VA628D5,iShares S&P 500 Top 20 UCITS ETF USD (Acc)
CITY,PA,ETF,France,USD,IE00BKTLJC87,iShares Smart City Infrastructure UCITS ETF USD Acc
STAR,PA,ETF,France,EUR,IE000A9G9R73,iShares Space Technologies UCITS ETF USD Acc
DI27,PA,ETF,France,EUR,IE000I1D7D10,iShares V PLC - iShares iBonds Dec 2027 Term $ Corp UCITS ETF USD Acc
IBE7,PA,ETF,France,EUR,IE000H5X52W8,iShares V PLC - iShares iBonds Dec 2027 Term € Corp UCITS ETF
IB27,PA,ETF,France,EUR,IE000ZOI8OK5,iShares V PLC - iShares iBonds Dec 2027 Term € Corp UCITS ETF EUR Acc
26ID,PA,ETF,France,EUR,IE000BWITBP9,iShares iBonds Dec 2026 Term $ Corp UCITS ETF USD Acc
26TP,PA,ETF,France,EUR,IE000LZ7BZW8,iShares iBonds Dec 2026 Term â¬ Italy Govt Bond UCITS ETF EUR Dis
B26A,PA,ETF,France,EUR,IE000WA6L436,iShares iBonds Dec 2026 Term € Corp UCITS ETF EUR (Acc) EUR
27IT,PA,ETF,France,EUR,IE0006UGU3X3,iShares iBonds Dec 2027 Term $ Treasury UCITS ETF USD (Dist)
28ID,PA,ETF,France,EUR,IE0000UJ3480,iShares iBonds Dec 2028 Term $ Corp UCITS ETF USD Acc
IU28,PA,ETF,France,EUR,IE0008YWAFL1,iShares iBonds Dec 2028 Term $ High Yield Corp UCITS ETF USD (Acc)
28IY,PA,ETF,France,EUR,IE000Q2EQ5K8,iShares iBonds Dec 2028 Term EUR Italy Government Bond UCITS ETF EUR (Dist)
IX28,PA,ETF,France,EUR,IE0003HV7CS6,iShares iBonds Dec 2028 Term € Corp Crossover UCITS ETF EUR (Acc)
B28A,PA,ETF,France,EUR,IE0008UEVOE0,iShares iBonds Dec 2028 Term € Corp UCITS ETF EUR (Acc) EUR
29ID,PA,ETF,France,EUR,IE000Y247W99,iShares iBonds Dec 2029 Term $ Corp UCITS ETF USD (Dist)
IU29,PA,ETF,France,EUR,IE00094KNQN4,iShares iBonds Dec 2029 Term $ High Yield Corp UCITS ETF USD (Acc)
29IT,PA,ETF,France,EUR,IE00076HZIP3,iShares iBonds Dec 2029 Term $ Treasury UCITS ETF USD (Dist)
29GI,PA,ETF,France,EUR,IE000IHURBR0,iShares iBonds Dec 2029 Term â¬ Corp UCITS ETF EUR Dist
IX29,PA,ETF,France,EUR,IE000UJSC3C9,iShares iBonds Dec 2029 Term € Corp Crossover UCITS ETF EUR (Acc)
30ID,PA,ETF,France,EUR,IE000BZXJJ24,iShares iBonds Dec 2030 Term $ Corp UCITS ETF USD (Dist)
30IG,PA,ETF,France,EUR,IE000LX17BP9,iShares iBonds Dec 2030 Term â¬ Corp UCITS ETF EUR Dist
DI35,PA,ETF,France,EUR,IE000Y9XFN19,iShares iBonds Dec 2035 Term $ Corp UCITS ETF USD (Acc)
IG35,PA,ETF,France,EUR,IE000O1FWAW6,iShares iBonds Dec 2035 Term â¬ Corp UCITS ETF (ACC)
EPEA,PA,ETF,France,EUR,IE000I4R3252,iShares â¬ Short Term Swap PEA UCITS ETF EUR (Acc)
BNKSF,PINK,ETF,USA,USD,,ISHARES V Public Limited Company - S&P US Banks UCITS ETF
IVATF,PINK,ETF,USA,USD,,Invesco Markets II Plc - Invesco AT 1 Capital Bond UCITS ETF
IMKXF,PINK,ETF,USA,USD,,Invesco Markets II plc - Invesco Preferred Shares UCITS ETF
IMPPF,PINK,ETF,USA,USD,,Invesco Markets II plc - Invesco Preferred Shares UCITS ETF
INVMF,PINK,ETF,USA,USD,,Invesco Markets plc - Invesco S&P 500 UCITS ETF
ITTSF,PINK,ETF,USA,USD,,Invesco Markets plc - Invesco Technology S&P US Select Sector UCITS ETF
IVSPF,PINK,ETF,USA,USD,,Ishares V Plc - Ishares S&P 500 Communication Sector Ucits Etf
JIREF,PINK,ETF,USA,USD,,JPMorgan ETFs (Ireland) ICAV - USD Ultra-Short Income UCITS ETF
JPUHF,PINK,ETF,USA,USD,,JPMorgan ETFs (Ireland) ICAV - USD Ultra-Short Income UCITS ETF
EWQQF,PINK,ETF,USA,USD,,PowerShares Global Funds Ireland Public Limited Company - PowerShares EQQQ Nasdaq-100 UCITS ETF
PWQQF,PINK,ETF,USA,USD,,PowerShares Global Funds Ireland Public Limited Company - PowerShares EQQQ Nasdaq-100 UCITS ETF
ACWEF,PINK,ETF,USA,USD,,SSgA SPDR ETFs Europe I Public Limited Company - SPDR MSCI ACWI UCITS ETF
SSDRF,PINK,ETF,USA,USD,,SSgA SPDR ETFs Europe I Public Limited Company - SPDR S&P 400 US Mid Cap UCITS ETF
SSEEF,PINK,ETF,USA,USD,,SSgA SPDR ETFs Europe I Public Limited Company - SPDR S&P US Dividend Aristocrats UCITS ETF
IMPRF,PINK,ETF,USA,USD,,Source Markets plc - Source Real Estate S&P US Select Sector UCITS ETF
VGDFF,PINK,ETF,USA,USD,,Vanguard Funds Plc - Vanguard Ultra-Short U.S. Treasury Ucits ETF
VFAWF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard FTSE All-World UCITS ETF
VFPAF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF
VFDEF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard FTSE Developed Europe UCITS ETF
VNGLF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard FTSE Developed Europe UCITS ETF
VFEAF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard FTSE Emerging Markets UCITS ETF
VGDTF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard FTSE Japan UCITS ETF
VFUUF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard FTSE North America UCITS ETF
VGRSF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard Global Aggregate Bond UCITS ETF
VGFPF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard S&P 500 UCITS ETF
VNGDF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard S&P 500 UCITS ETF
VNGBF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard USD Corporate 1-3 Year Bond UCITS ETF
VCRPF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard USD Corporate Bond UCITS ETF
VEMGF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard USD Emerging Markets Government Bond UCITS ETF
VRGFF,PINK,ETF,USA,USD,,Vanguard Funds Public Limited Company - Vanguard USD Treasury Bond UCITS ETF
DXMEF,PINK,ETF,USA,USD,,Xtrackers - MSCI Europe UCITS ETF
XTRXF,PINK,ETF,USA,USD,,Xtrackers Global Government Bond UCITS ETF
ISZXF,PINK,ETF,USA,USD,IE00B3VWN393,iShares $ Treasury Bond 3-7yr UCITS ETF USD (Acc)
ISRZF,PINK,ETF,USA,USD,,iShares II Public Limited Company - iShares $ High Yield Corporate Bond UCITS ETF
IHSFF,PINK,ETF,USA,USD,,iShares II Public Limited Company - iShares $ TIPS UCITS ETF
ITIPF,PINK,ETF,USA,USD,,iShares II Public Limited Company - iShares $ Tips 0-5 UCITS ETF
ISPFF,PINK,ETF,USA,USD,,iShares II Public Limited Company - iShares Developed Markets Property Yield UCITS ETF
ISJPF,PINK,ETF,USA,USD,,iShares II Public Limited Company - iShares J.P. Morgan $ Emerging Markets Bond UCITS ETF
ISRWF,PINK,ETF,USA,USD,,iShares II Public Limited Company - iShares J.P. Morgan $ Emerging Markets Bond UCITS ETF
IHSZF,PINK,ETF,USA,USD,,iShares II Public Limited Company - iShares MSCI EM Latin America UCITS ETF
ISHWF,PINK,ETF,USA,USD,,iShares II Public Limited Company - iShares MSCI World Quality Dividend UCITS ETF
IHHFF,PINK,ETF,USA,USD,,iShares II Public Limited Company - iShares US Aggregate Bond UCITS ETF
ISUPF,PINK,ETF,USA,USD,,iShares II Public Limited Company - iShares US Property Yield UCITS ETF
IZIZF,PINK,ETF,USA,USD,,iShares III Public Limited Company - iShares MSCI EM UCITS ETF USD (Acc)
ISHOF,PINK,ETF,USA,USD,,iShares III Public Limited Company - iShares S&P Small Cap 600 UCITS ETF
ISHFF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares $ Short Duration Corporate Bond UCITS ETF
ISDDF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares $ Short Duration High Yield Corporate Bond UCITS ETF
IVVVF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares $ Short Duration High Yield Corporate Bond UCITS ETF
ISHBF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares $ Treasury Bond 20+yr UCITS ETF
ISRIF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares $ Treasury Bond 20+yr UCITS ETF
ISUDF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares $ Ultrashort Bond UCITS ETF
ISUUF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares $ Ultrashort Bond UCITS ETF
IUAGF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Ageing Population UCITS ETF
IIVPF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Automation & Robotics UCITS ETF
ISHDF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Digital Security UCITS ETF
ISXVF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Digitalisation UCITS ETF
ISMMF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Edge MSCI Europe Value Factor UCITS ETF
EMSQF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Edge MSCI USA Multifactor UCITS ETF
IUQFF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Edge MSCI USA Quality Factor UCITS ETF
IUSZF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Edge MSCI USA Size Factor UCITS ETF
ISVUF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Edge MSCI USA Value Factor UCITS ETF
IUVDF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Edge MSCI USA Value Factor UCITS ETF
ISQWF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Edge MSCI World Quality Factor UCITS ETF
ISMVF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Edge MSCI World Value Factor UCITS ETF
IWVUF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Edge MSCI World Value Factor UCITS ETF
FAHYF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Fallen Angels High Yield Corporate Bond UCITS ETF
IRSIF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Fallen Angels High Yield Corporate Bond UCITS ETF
BLKIF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares Healthcare Innovation UCITS ETF
IAACF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares MSCI China A UCITS ETF
ISVBF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares MSCI China A UCITS ETF
MEIEF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares MSCI EM IMI ESG Screened UCITS ETF
BLKXF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares MSCI USA ESG Screened UCITS ETF
IMWEF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares MSCI World ESG Screened UCITS ETF
IVBUF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares NASDAQ US Biotechnology UCITS ETF
BKISF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares US Mortgage Backed Securities UCITS ETF
IMBXF,PINK,ETF,USA,USD,,iShares IV Public Limited Company - iShares US Mortgage Backed Securities UCITS ETF
ISRPF,PINK,ETF,USA,USD,,iShares Public Limited Company - iShares $ Corp Bond UCITS ETF
ISTXF,PINK,ETF,USA,USD,,iShares Public Limited Company - iShares $ Treasury Bond 1-3yr UCITS ETF
ITBFF,PINK,ETF,USA,USD,,iShares Public Limited Company - iShares $ Treasury Bond 1-3yr UCITS ETF
BCYIF,PINK,ETF,USA,USD,,iShares Public Limited Company - iShares Core FTSE 100 UCITS ETF
ISAPF,PINK,ETF,USA,USD,,iShares Public Limited Company - iShares Core MSCI EM IMI UCITS ETF
IREMF,PINK,ETF,USA,USD,,iShares Public Limited Company - iShares MSCI EM UCITS ETF USD (Dist)
IHRMF,PINK,ETF,USA,USD,,iShares Public Limited Company - iShares MSCI Japan UCITS ETF USD (Dist)
ISRVF,PINK,ETF,USA,USD,,iShares Public Limited Company - iShares MSCI Japan USD Hedged UCITS ETF (Acc)
IIREF,PINK,ETF,USA,USD,,iShares Public Limited Company - iShares MSCI World UCITS ETF
ISGPF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares Gold Producers UCITS ETF
IEMBF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares J.P. Morgan $ EM Corp Bond UCITS ETF
ISJMF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares J.P. Morgan $ EM Corp Bond UCITS ETF
ISVVF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares MSCI ACWI UCITS ETF
ISRNF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares S&P 500 Consumer Discretionary Sector UCITS ETF
IMSBF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares S&P 500 Consumer Staples Sector UCITS ETF
ISRHF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares S&P 500 Energy Sector UCITS ETF
ISRUF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares S&P 500 Financials Sector UCITS ETF
ISVFF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares S&P 500 Health Care Sector UCITS ETF
IMSXF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares S&P 500 Industrials Sector UCITS ETF
ISRCF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares S&P 500 Information Technology Sector UCITS ETF
IMATF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares S&P 500 Materials Sector UCITS ETF
ISSZF,PINK,ETF,USA,USD,,iShares V Public Limited Company - iShares S&P 500 Utilities Sector UCITS ETF
IHSRF,PINK,ETF,USA,USD,,iShares VI Public Limited Company - iShares Edge S&P 500 Minimum Volatility UCITS ETF
ISVAF,PINK,ETF,USA,USD,,iShares VII Public Limited Company -  iShares NASDAQ 100 UCITS ETF
ISVIF,PINK,ETF,USA,USD,,iShares VII Public Limited Company - iShares $ Treasury Bond 7-10yr UCITS ETF USD (Acc)
IVVPF,PINK,ETF,USA,USD,,iShares VII Public Limited Company - iShares Core EURO STOXX 50 UCITS ETF
ISMJF,PINK,ETF,USA,USD,,iShares VII Public Limited Company - iShares Core MSCI Pacific ex Japan UCITS ETF
CSTNL,PINK,ETF,USA,USD,,iShares VII Public Limited Company - iShares Core S&P 500 UCITS ETF
ISMCF,PINK,ETF,USA,USD,,iShares VII Public Limited Company - iShares MSCI USA UCITS ETF
ISVYF,PINK,ETF,USA,USD,,iShares VII plc - iShares Core MSCI EMU UCITS ETF
XMTIF,PINK,ETF,USA,USD,,iShares VII plc - iShares Core MSCI EMU UCITS ETF
ICSLOETF,RO,ETF,Romania,RON,HRICAMFSBTC7,INTERCAPITAL SBITOP TR UCITS ETF
XMN1,ST,ETF,Sweden,SEK,,Levler MSCI Nordic by Xtrackers UCITS ETF
XDWH,ST,ETF,Sweden,SEK,,Levler MSCI World Health Care by Xtrackers UCITS ETF
XSWC,ST,ETF,Sweden,SEK,,Levler MSCI World Small Cap by Xtrackers UCITS ETF
MONTLEV,ST,ETF,Sweden,SEK,IE0002UF1FD8,Montrose Global Leverage 125 MSCI World UCITS ETF
MONTDIV,ST,ETF,Sweden,SEK,,Montrose Global Monthly Dividend MSCI World UCITS ETF A SEK
XACT-OBLIGATION,ST,ETF,Sweden,SEK,SE0007491287,XACT Obligation (UCITS ETF)
XACT-SVERIGE,ST,ETF,Sweden,SEK,SE0001056045,XACT Sverige (UCITS ETF)
XACT-SMABOLAG,ST,ETF,Sweden,SEK,SE0007491261,Xact Svenska Småbolag (UCITS ETF)
XDEF,ST,ETF,Sweden,SEK,,Xtrackers Europe Defence Technologies UCITS ETF 1C EUR
ASRI,STU,ETF,Germany,EUR,,BNP Paribas Easy EUR Corporate Bond SRI Fossil Free UCITS ETF
DRON,STU,ETF,Germany,EUR,IE0003XW12I8,HANetf Drone UCITS ETF Acc
TR7A,STU,ETF,Germany,EUR,IE00BF2FNR50,Invesco US Treasury Bond 3-7 Year UCITS ETF Acc
MOGB,STU,ETF,Germany,EUR,HU0000153937,VanEck Vectors Morningstar US Wide Moat UCITS ETF
DXS7,STU,ETF,Germany,EUR,LU0322252924,Xtrackers - FTSE Vietnam Swap UCITS ETF
XEON,STU,ETF,Germany,EUR,LU0290358497,Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C
XG01,STU,ETF,Germany,EUR,LU2641054551,Xtrackers II Germany Government Bond 0-1 UCITS ETF
DX2J,STU,ETF,Germany,EUR,LU0322253906,Xtrackers MSCI Europe Small Cap UCITS ETF
IS0C,STU,ETF,Germany,EUR,,iShares Agribusiness UCITS ETF
IUSA,STU,ETF,Germany,EUR,IE0031442068,iShares Core S&P 500 UCITS ETF USD (Dist)
SXRN,STU,ETF,Germany,EUR,IE00B3VTMJ91,iShares VII Public Limited Company - iShares Euro Govt Bond 1-3yr UCITS ETF EUR (Acc)
ANAU,SW,ETF,Switzerland,USD,IE000QDFFK00,AXA IM Nasdaq 100 UCITS ETF USD Acc
ADLU,SW,ETF,Switzerland,USD,IE000GBYNAU4,AXA IM US Treasury 25+ Year UCITS ETF USD Acc
DESG,SW,ETF,Switzerland,EUR,LU2240851688,Amundi DAX 50 ESG UCITS ETF DR - EUR (C) EUR
LYYIEL,SW,ETF,Switzerland,EUR,LU1812090543,Amundi EUR High Yield Corporate Bond ESG UCITS ETF Dis EUR
MSE,SW,ETF,Switzerland,EUR,FR0007054358,Amundi EURO STOXX 50 II UCITS ETF Acc
C40,SW,ETF,Switzerland,EUR,LU1681046931,Amundi Index Solutions - AMUNDI CAC 40 ESG UCITS ETF DR - EUR (C) EUR
C4DE,SW,ETF,Switzerland,EUR,LU1681047079,Amundi Index Solutions - AMUNDI CAC 40 ESG UCITS ETF DR - EUR (D) EUR
C6E,SW,ETF,Switzerland,EUR,LU1681040223,Amundi Index Solutions - AMUNDI STOXX EUROPE 600 ESG - UCITS ETF DR - EUR (C) EUR
CBDAX,SW,ETF,Switzerland,CHF,LU0378438732,Amundi Index Solutions - Amundi DAX UCITS ETF EUR Distributing EUR
C50,SW,ETF,Switzerland,EUR,LU1681047236,Amundi Index Solutions - Amundi EURO STOXX 50 UCITS ETF-C EUR EUR
C50U,SW,ETF,Switzerland,USD,LU1681047400,Amundi Index Solutions - Amundi EURO STOXX 50 UCITS ETF-C USD USD
CD5E,SW,ETF,Switzerland,EUR,LU1681047319,Amundi Index Solutions - Amundi EURO STOXX 50 UCITS ETF-D EUR EUR
AFLE,SW,ETF,Switzerland,EUR,LU1681041031,Amundi Index Solutions - Amundi Floating Rate USD Corporate ESG - UCITS ETF DR - HEDGED EUR (C) EUR
AFLT,SW,ETF,Switzerland,USD,LU1681040900,Amundi Index Solutions - Amundi Floating Rate USD Corporate ESG - UCITS ETF DR - USD (C) USD
CB3,SW,ETF,Switzerland,EUR,LU1681046261,Amundi Index Solutions - Amundi Govt Bond Euro Broad Investment Grade UCITS ETF-C EUR
X1GD,SW,ETF,Switzerland,EUR,LU1681046857,Amundi Index Solutions - Amundi Govt Bond Lowest Rated Euro Investment Grade UCITS ETF-D EUR
JPHC,SW,ETF,Switzerland,CHF,LU1681047665,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C CHF Hedged CHF
JPNK,SW,ETF,Switzerland,EUR,LU1681038912,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C EUR EUR
JPHE,SW,ETF,Switzerland,EUR,LU1681039134,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C EUR Hedged EUR
JPHG,SW,ETF,Switzerland,GBP,LU1681039308,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C GBP Hedged GBP
JPNY,SW,ETF,Switzerland,JPY,LU1681039050,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C JPY JPY
JPHU,SW,ETF,Switzerland,USD,LU1681039217,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C USD Hedged USD
TPHC,SW,ETF,Switzerland,CHF,LU1681038169,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C CHF Hedged CHF
TPXE,SW,ETF,Switzerland,EUR,LU1681037609,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C EUR EUR
TPXH,SW,ETF,Switzerland,EUR,LU1681037864,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C EUR Hedged EUR
TPHG,SW,ETF,Switzerland,GBP,LU1681038086,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C GBP Hedged GBP
