isin,code,exchange,type,country,currency,name,selection_reason
IE000IVQPCG4,OP9E,PA,ETF,France,EUR,Ossiam Bloomberg World PAB UCITS ETF - 1A (EUR),fallback_exchange
IE000IZO7033,CBUP,XETRA,ETF,Germany,EUR,iShares € Green Bond UCITS ETF,preferred_xetra
IE000IZS2303,JEBP,LSE,ETF,UK,GBP,JPMorgan ETFs Ireland ICAV - EUR Corporate Bond Research Enhanced Index ESG UCITS ETF GBP Hedged Acc,fallback_exchange
IE000J0LN0R5,WELN,XETRA,ETF,Germany,EUR,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR EUR Acc,preferred_xetra
IE000J3F4J90,HSJA,LSE,ETF,UK,USD,HSBC JAPAN SUS EQ UCITS ETF USD (DIST),fallback_exchange
IE000J6CHW80,EM1A,XETRA,ETF,Germany,EUR,VanEck US Fallen Angel High Yield Bond UCITS ETF A USD Acc EUR,preferred_xetra
IE000J7QYHD8,ARAW,SW,ETF,Switzerland,CHF,abrdn Future Raw Mat UCITS ETF,fallback_exchange
IE000J80JTL1,GRID,XETRA,ETF,Germany,EUR,First Trust Nasdaq Clean Edge Smart Grid Infrastructure UCITS ETF A USD Acc EUR,preferred_xetra
IE000J8Z5N74,IGBG,AS,ETF,Netherlands,USD,iShares Broad Global Govt Bond UCITS ETF USD Distribution,fallback_exchange
IE000JCGTOP1,OP7H,PA,ETF,France,EUR,Ossiam Bloomberg USA PAB UCITS ETF - 1A EUR Hedged Acc,fallback_exchange
IE000JCW3DZ3,4MMR,XETRA,ETF,Germany,EUR,Global X Defence Tech UCITS ETF USD Accumulating,preferred_xetra
IE000JHYO4T6,AW1Q,XETRA,ETF,Germany,EUR,UBS (Irl) ETF plc - MSCI Japan Climate Paris Aligned UCITS ETF A (ir-hedged to EUR),preferred_xetra
IE000JJPY166,YCSH,XETRA,ETF,Germany,EUR,iShares EUR Cash UCITS ETF EUR Acc EUR,preferred_xetra
IE000JJQ6248,FUIS,LSE,ETF,UK,GBP,Fidelity Sustainable USD Corporate Bond Paris Aligned Multifactor UCITS ETF Inc GBP,fallback_exchange
IE000JKS50V3,WELG,XETRA,ETF,Germany,EUR,Amundi S&P Global Health Care ESG UCITS ETF DR EUR Inc,preferred_xetra
IE000JLXYKJ8,E0UA,XETRA,ETF,Germany,EUR,iShares â‚¬ Govt Bond 0-3 month UCITS ETF EUR (Acc),preferred_xetra
IE000JNHCBM6,WNDY,XETRA,ETF,Germany,EUR,Global X Wind Energy UCITS ETF USD Acc EUR,preferred_xetra
IE000JTPK610,CBUY,XETRA,ETF,Germany,EUR,iShares MSCI ACWI SRI UCITS ETF USD (Acc) EUR,preferred_xetra
IE000JXFRNI0,TI5A,LSE,ETF,UK,GBP,iShares $ TIPS 0-5 UCITS ETF USD (Acc),fallback_exchange
IE000JZ473P7,H4ZN,XETRA,ETF,Germany,EUR,HSBC S&P 500 UCITS ETF USD (Acc) EUR,preferred_xetra
IE000JZYIUN0,XDG7,XETRA,ETF,Germany,EUR,Xtrackers MSCI Global SDG 7 Affordable and Clean Energy UCITS ETF 1C USD EUR,preferred_xetra
IE000K1P4V37,MWSH,XETRA,ETF,Germany,EUR,Amundi MSCI World SRI Climate Net Zero Ambition PAB UCITS ETF EUR Hedged Acc,preferred_xetra
IE000K1VI152,CEMF,XETRA,ETF,Germany,EUR,iShares $ Treasury Bond 7-10yr UCITS ETF EUR Hedged (Acc),preferred_xetra
IE000K54GGV6,JUHC,SW,ETF,Switzerland,CHF,JPMorgan ETFs (Ireland) ICAV - US Research Enhanced Index Equity UCITS ETF - CHF Hedged (acc),fallback_exchange
IE000K7PC2G4,VEDD,XETRA,ETF,Germany,EUR,Vanguard FTSE Developed Europe Small-Cap UCITS ETF Distributing,preferred_xetra
IE000K975W13,AVEM,XETRA,ETF,Germany,EUR,Avantis Emerging Markets Equity UCITS ETF,preferred_xetra
IE000K9Z3SF5,C3AE,XETRA,ETF,Germany,EUR,Invesco Markets plc - Invesco S&P China A 300 Swap UCITS ETF,preferred_xetra
IE000KCS7J59,H4Z3,XETRA,ETF,Germany,EUR,HSBC MSCI Emerging Markets UCITS ETF USD Acc EUR,preferred_xetra
IE000KD0BZ68,XGEN,XETRA,ETF,Germany,EUR,Xtrackers MSCI Genomic Healthcare Innovation UCITS ETF 1C USD Acc,preferred_xetra
IE000KDIUAE4,MZL0,XETRA,ETF,Germany,EUR,Muzinich AAA CLO UCITS ETF Class EUR Acc,preferred_xetra
IE000KDY10O3,M37R,XETRA,ETF,Germany,EUR,ETC Group Global Metaverse UCITS ETF USD Accumulation EUR,preferred_xetra
IE000KF370H3,WTEF,XETRA,ETF,Germany,EUR,WisdomTree US Efficient Core UCITS ETF USD Acc EUR,preferred_xetra
IE000KHX9DX6,RARE,XETRA,ETF,Germany,EUR,WisdomTree Strategic Metals and Rare Earths Miners UCITS ETF USD Acc,preferred_xetra
IE000KJPDY61,WINC,XETRA,ETF,Germany,EUR,iShares World Equity High Income UCITS ETF USD Inc,preferred_xetra
IE000KLC2EN9,WDGF,PA,ETF,France,EUR,WisdomTree Global Defence UCITS ETF - USD Acc,fallback_exchange
IE000KPJJWM6,V3MA,XETRA,ETF,Germany,EUR,Vanguard ESG Emerging Markets All Cap UCITS ETF USD Acc EUR,preferred_xetra
IE000KXCEXR3,F500,XETRA,ETF,Germany,EUR,Amundi S&P 500 ESG UCITS ETF Acc EUR EUR,preferred_xetra
IE000KYX7IP4,WELK,XETRA,ETF,Germany,EUR,Amundi S&P Global Financials ESG UCITS ETF DR EUR Acc,preferred_xetra
IE000L1I4R94,TGCC,LSE,ETF,UK,USD,Tabula GCC Sovereign USD Bonds UCITS ETF (USD) Acc,fallback_exchange
IE000L2SA8K5,EWQA,XETRA,ETF,Germany,EUR,Invesco Nasdaq-100 Equal Weight UCITS ETF,preferred_xetra
IE000L2TO2T2,SUA0,XETRA,ETF,Germany,EUR,iShares € Corp Bond ESG UCITS ETF EUR (Acc),preferred_xetra
IE000L2ZNB07,V3YL,XETRA,ETF,Germany,EUR,Vanguard ESG North America All Cap UCITS ETF USD Income EUR,preferred_xetra
IE000L4EH2K5,WH2E,XETRA,ETF,Germany,EUR,Invesco S&P World Health Care ESG UCITS ETF Acc EUR,preferred_xetra
IE000L5NW549,CBUH,XETRA,ETF,Germany,EUR,iShares MSCI World Momentum Factor ESG UCITS ETF USD (Acc),preferred_xetra
IE000L6ZMMC4,ALLW,XETRA,ETF,Germany,EUR,Xtrackers FTSE All-World UCITS ETF 1C,preferred_xetra
IE000LAP5Z18,WELE,XETRA,ETF,Germany,EUR,Amundi S&P 500 Equal Weight ESG Leaders UCITS ETF,preferred_xetra
IE000LAUZQT6,XWEV,XETRA,ETF,Germany,EUR,Xtrackers MSCI World Value ESG UCITS ETF,preferred_xetra
IE000LCKJ888,PAIW,XETRA,ETF,Germany,EUR,"WisdomTree Physical AI, Humanoids and Drones UCITS ETF USD Acc",preferred_xetra
IE000LG8P349,UIGB,AS,ETF,Netherlands,USD,UTI ISB UCITS ETF,fallback_exchange
IE000LGWDNE5,IVAI,XETRA,ETF,Germany,EUR,Invesco Artificial Intelligence Enablers UCITS ETF Acc,preferred_xetra
IE000LH4DDC2,THFE,XETRA,ETF,Germany,EUR,Tabula Global High Yield Fallen Angels Paris-aligned Climate UCITS ETF EUR-Hedged Acc,preferred_xetra
IE000LHP8TA1,JAGG,XETRA,ETF,Germany,EUR,JPM Global Aggregate Bond Active UCITS ETF - USD (dist),preferred_xetra
IE000LJG9WK1,TGGD,LSE,ETF,UK,GBP,Tabula GCC Sovereign USD Bonds UCITS ETF (USD) GBP Hedged Inc,fallback_exchange
IE000LRRPK60,GGRB,LSE,ETF,UK,GBX,WisdomTree Global Quality Dividend Growth UCITS ETF - GBP Hedged,fallback_exchange
IE000LSFKN16,TFGD,LSE,ETF,UK,GBP,Tabula Global High Yield Fallen Angels Paris-aligned Climate UCITS ETF GBP-Hedged Dist,fallback_exchange
IE000LSRKCB4,SPQB,XETRA,ETF,Germany,EUR,Global X S&P 500® Quarterly Buffer UCITS ETF A USD Acc EUR,preferred_xetra
IE000LTA2082,WELH,XETRA,ETF,Germany,EUR,Amundi S&P Global Industrials ESG UCITS ETF DR EUR Acc,preferred_xetra
IE000LUZJNI7,MEEQ,XETRA,ETF,Germany,EUR,Invesco MSCI Europe Equal Weight UCITS ETF Acc,preferred_xetra
IE000LX17BP9,30IG,XETRA,ETF,Germany,EUR,iShares iBonds Dec 2030 Term € Corp UCITS ETF EUR (Dist),preferred_xetra
IE000LXEN6X4,ES50,XETRA,ETF,Germany,EUR,iShares EURO STOXX 50 ESG UCITS ETF EUR Acc,preferred_xetra
IE000LYBU7X5,H41D,XETRA,ETF,Germany,EUR,HSBC MSCI World Value ESG UCITS ETF USD (Acc) EUR,preferred_xetra
IE000LZ4F7J0,EDMG,LSE,ETF,UK,GBP,iShares MSCI USA ESG Enhanced UCITS ETF GBP Hedged Inc,fallback_exchange
IE000LZ7BZW8,26TP,PA,ETF,France,EUR,iShares iBonds Dec 2026 Term â¬ Italy Govt Bond UCITS ETF EUR Dis,fallback_exchange
IE000LZC9NM0,TAHY,LSE,ETF,UK,USD,Tabula Haitong Asia ex-Japan High Yield Corp USD Bond ESG UCITS ETF USD Acc,fallback_exchange
IE000LZI2UH4,JPHY,LSE,ETF,UK,USD,JPMorgan USD High Yield Bond Active UCITS ETF USD (acc),fallback_exchange
IE000M284BG0,EUTA,XETRA,ETF,Germany,EUR,Invesco EUR IG Corporate Bond Active UCITS ETF,preferred_xetra
IE000M46QA27,BIGUS,PA,ETF,France,EUR,BNP Paribas Easy MSCI USA UCITS ETF EUR Capitalisation,fallback_exchange
IE000M6STPW4,VUDP,XETRA,ETF,Germany,EUR,Vanguard U.S. Treasury 1-3 Year Bond UCITS ETF - EUR Hedged Distributing,preferred_xetra
IE000M7V94E1,NUKL,XETRA,ETF,Germany,EUR,VanEck Uranium and Nuclear Technologies UCITS ETF A USD Acc EUR,preferred_xetra
IE000M86QRT4,MWOQ,PA,ETF,France,EUR,Amundi S&P 500 Equal Weight ESG UCITS ETF EUR Hedged Acc,fallback_exchange
IE000M8F3JA6,XGLA,XETRA,ETF,Germany,EUR,Xtrackers Global Growth Leaders Active UCITS ETF,preferred_xetra
IE000MAO75G5,CEBZ,XETRA,ETF,Germany,EUR,iShares Core MSCI Europe UCITS ETF EUR (Acc),preferred_xetra
IE000MCVFK47,XGBE,XETRA,ETF,Germany,EUR,Xtrackers EUR Corporate Green Bond UCITS ETF 1C,preferred_xetra
IE000MELAE65,WENE,SW,ETF,Switzerland,USD,iShares MSCI World Energy Sector ESG UCITS ETF USD Inc USD,fallback_exchange
IE000MFEI2J0,IMGP,LSE,ETF,UK,GBP,iShares US Mortgage Backed Securities UCITS ETF GBP Hedged (Dist),fallback_exchange
IE000MINO564,ENDH,XETRA,ETF,Germany,EUR,L&G ESG Emerging Markets Government Bond (USD) 0-5 Year UCITS ETF EUR Hedged,preferred_xetra
IE000MJIXFE0,WEBC,XETRA,ETF,Germany,EUR,Amundi MSCI North America ESG Climate Net Zero Ambition CTB UCITS ETF Dist,preferred_xetra
IE000MLMNYS0,EWSP,LSE,ETF,UK,GBP,iShares S&P 500 Equal Weight UCITS ETF USD (Acc) GBP,fallback_exchange
IE000MMRLY96,YYYY,XETRA,ETF,Germany,EUR,YieldMax Big Tech Option Income UCITS ETF,preferred_xetra
IE000MO2MB07,WTRE,XETRA,ETF,Germany,EUR,WisdomTree New Economy Real Estate UCITS ETF - USD Acc,preferred_xetra
IE000MO5BTJ4,JYHC,SW,ETF,Switzerland,CHF,JPMorgan ETFs (Ireland) ICAV Global High Yield Corporate Bond Multi-Factor UCITS ETF,fallback_exchange
IE000MS9DTS9,URND,LSE,ETF,UK,GBP,Global X Uranium UCITS ETF,fallback_exchange
IE000MUAJIF4,ECMD,XETRA,ETF,Germany,EUR,Invesco EUR Corp Bd ESG Sh Dur MFctr UCITS ETF Acc,preferred_xetra
IE000MWUQBJ0,H4ZZ,XETRA,ETF,Germany,EUR,HSBC Euro STOXX 50 UCITS ETF - EUR (Acc),preferred_xetra
IE000MYCJA42,NRAM,PA,ETF,France,EUR,AMUNDI MSCI North America ESG Climate Net Zero Ambition CTB UCITS ETF Acc EUR,fallback_exchange
IE000N0TTJQ9,AIPT,XETRA,ETF,Germany,EUR,AXA IM USD Credit PAB UCITS ETF - USD Acc ETF,preferred_xetra
IE000N42HDP2,LVLC,XETRA,ETF,Germany,EUR,Invesco Quantitative Strats Glbl Eq Lw Vol Lw Crbn UCITS ETF Acc EUR,preferred_xetra
IE000N5GJDD7,XEWG,LSE,ETF,UK,GBP,Xtrackers S&P 500 Equal Weight UCITS ETF 1D GBP Hedged,fallback_exchange
IE000N6I8IU2,JEQA,LSE,ETF,UK,USD,JPM Nasdaq Equity Premium Income Active UCITS ETF USD Acc,fallback_exchange
IE000N70F6V6,INDA,LSE,ETF,UK,GBX,UBS MSCI India SF UCITS ETF USD acc,fallback_exchange
IE000N7LUK04,QQCC,XETRA,ETF,Germany,EUR,Boreas Solactive Quantum Computing UCITS ETF,preferred_xetra
IE000N9MLVT1,XECT,XETRA,ETF,Germany,EUR,Xtrackers MSCI Europe Climate Transition UCITS ETF 1C EUR,preferred_xetra
IE000NDWFGA5,URNU,XETRA,ETF,Germany,EUR,Global X Uranium UCITS ETF,preferred_xetra
IE000NFR7C63,CBUK,XETRA,ETF,Germany,EUR,iShares MSCI China Tech UCITS ETF USD Acc EUR,preferred_xetra
IE000NHAIBN0,IFLX,XETRA,ETF,Germany,EUR,iShares € Flexible Income Bond Active UCITS ETF EUR (Dist),preferred_xetra
IE000NITTFF2,R1GR,LSE,ETF,UK,USD,iShares Russell 1000 Growth UCITS ETF USD Acc,fallback_exchange
IE000NKC01D0,GGBD,XETRA,ETF,Germany,EUR,Invesco Global Government Bond UCITS ETF Dist,preferred_xetra
IE000NM0ALX6,WELJ,XETRA,ETF,Germany,EUR,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR EUR Acc,preferred_xetra
IE000NRGX9M3,V3EL,LSE,ETF,UK,GBP,Vanguard ESG Developed Europe All Cap UCITS ETF EUR Income GBP,fallback_exchange
IE000NVDQXE1,FTGA,XETRA,ETF,Germany,EUR,First Trust Indxx Global Aerospace & Defence UCITS ETF,preferred_xetra
IE000NVM56L3,EFRB,XETRA,ETF,Germany,EUR,iShares â‚¬ Floating Rate Bond ESG UCITS ETF EUR (Acc),preferred_xetra
IE000NVVIF88,H41E,XETRA,ETF,Germany,EUR,HSBC MSCI Emerging Markets Value ESG UCITS ETF USD (Acc) EUR,preferred_xetra
IE000NXF88S1,OIGB,LSE,ETF,UK,GBP,Vaneck Ucits Etfs Plc - Vaneck Oil Services Ucits Etf,fallback_exchange
IE000O0KDG23,HPUD,LSE,ETF,UK,USD,HSBC MSCI USA Climate Paris Aligned UCITS ETF USD Dist,fallback_exchange
IE000O1FWAW6,IG35,PA,ETF,France,EUR,iShares iBonds Dec 2035 Term â¬ Corp UCITS ETF (ACC),fallback_exchange
IE000O58J820,V3YA,XETRA,ETF,Germany,EUR,Vanguard ESG North America All Cap UCITS ETF USD Accumulation EUR,preferred_xetra
IE000O5FBC47,ZPA5,XETRA,ETF,Germany,EUR,Amundi S&P 500 Climate Net Zero Ambition PAB UCITS ETF Acc EUR,preferred_xetra
IE000O5M6XO1,ARCG,LSE,ETF,UK,GBX,ARK Genomic Revolution UCITS ETF Class A USD Accumulation GBP,fallback_exchange
IE000O6Z73N7,KOID,LSE,ETF,UK,USD,KraneShares Gl Hmn and Embd IntelIdx UCITS ETF USD,fallback_exchange
IE000O7Q2E56,WIRE,XETRA,ETF,Germany,EUR,Xtrackers Electrification Technologies & Smart Grid UCITS ETF 1C,preferred_xetra
IE000O8KMPM1,WRNA,XETRA,ETF,Germany,EUR,WisdomTree BioRevolution UCITS ETF - USD Acc,preferred_xetra
IE000O8S1EX4,T3MP,XETRA,ETF,Germany,EUR,JPMorgan ETFs (Ireland) ICAV - Climate Change Solutions UCITS ETF EUR,preferred_xetra
IE000OBK3UE0,ASWL,XETRA,ETF,Germany,EUR,HANetf II ICAV - Rex Tech Innovation Income And Growth UCITS ETF,preferred_xetra
IE000OEF25S1,MWEQ,XETRA,ETF,Germany,EUR,Invesco MSCI World Equal Weight UCITS ETF USD Accumulating,preferred_xetra
IE000OHHIBC6,IWDD,AS,ETF,Netherlands,USD,iShares Core MSCI World UCITS ETF USD (Dist),fallback_exchange
IE000OJ31JQ4,FTGN,XETRA,ETF,Germany,EUR,First Trust Vest U.S. Equity Moderate Buffer UCITS ETF - November Class A USD Acc EUR,preferred_xetra
IE000OJ5TQP4,ASWC,XETRA,ETF,Germany,EUR,HANetf ICAV - Future of Defence UCITS ETF - Accumulating EUR,preferred_xetra
IE000OKVTDF7,IUVE,AS,ETF,Netherlands,USD,iShares MSCI USA Value Factor ESG UCITS ETF,fallback_exchange
IE000OV4XWA3,NTSZ,LSE,ETF,UK,EUR,WisdomTree Eurozone Efficient Core UCITS ETF - EUR Acc,fallback_exchange
IE000OVF8Q66,EMEE,LSE,ETF,UK,GBP,iShares Emerging Markets Equity Enhanced Active UCITS ETF USD (Acc) GBP,fallback_exchange
IE000P0FL8E3,GMAY,XETRA,ETF,Germany,EUR,First Trust Vest U.S. Equity Moderate Buffer UCITS ETF - May Class A Acc,preferred_xetra
IE000P334X90,JREX,LSE,ETF,UK,USD,JPM AC Asia Pacific ex Japan Research Enhanced Index Equity (ESG) UCITS ETF USD Distribution,fallback_exchange
IE000P3D0W60,WRNW,XETRA,ETF,Germany,EUR,WisdomTree Renewable Energy UCITS ETF EUR,preferred_xetra
IE000P4AYI47,XCTW,XETRA,ETF,Germany,EUR,Xtrackers MSCI World Climate Transition UCITS ETF 1C USD EUR,preferred_xetra
IE000P7C7930,TUGB,LSE,ETF,UK,GBP,Tabula EUR Ultrashort IG Bond Paris-Aligned Climate UCITS ETF GBP Hedged Acc,fallback_exchange
IE000PA766T7,ECMS,XETRA,ETF,Germany,EUR,Invesco EUR Corporate Bond Short Duration ESG Multi-Factor UCITS ETF,preferred_xetra
IE000PB4LRO2,CLWD,PA,ETF,France,EUR,Amundi MSCI World ESG Climate Net Zero Ambition CTB UCITS ETF Dis,fallback_exchange
IE000PEAJOT0,SADU,XETRA,ETF,Germany,EUR,Amundi MSCI USA ESG Leaders UCITS ETF Acc EUR,preferred_xetra
IE000PJL7R74,PAUM,XETRA,ETF,Germany,EUR,Invesco MSCI Emerging Markets ESG Climate Paris Aligned UCITS ETF,preferred_xetra
IE000PKN5N58,ICLP,LSE,ETF,UK,GBX,Invesco Markets II plc - Invesco USD AAA CLO UCITS ETF Dist,fallback_exchange
IE000PMX0MW6,WELD,XETRA,ETF,Germany,EUR,Amundi S&P Global Utilities ESG UCITS ETF DR EUR Acc,preferred_xetra
IE000PQQLZM7,JAGE,XETRA,ETF,Germany,EUR,JPM Global Aggregate Bond Active UCITS ETF - EUR Hedged (acc),preferred_xetra
IE000PS0J481,B41J,XETRA,ETF,Germany,EUR,Global X European Infrastructure Development UCITS ETF EUR Acc,preferred_xetra
IE000PSF3A70,XDGI,XETRA,ETF,Germany,EUR,Xtrackers MSCI Global SDGs UCITS ETF 1C USD EUR,preferred_xetra
IE000PY7F8J9,LUSA,LSE,ETF,UK,USD,Rize USA Environmental Impact UCITS ETF Class A USD Accumulation,fallback_exchange
IE000Q0IU5T1,WDTE,XETRA,ETF,Germany,EUR,Invesco S&P World Information Technology ESG UCITS ETF Acc EUR,preferred_xetra
IE000Q1M7HB8,WEM,PA,ETF,France,EUR,WisdomTree True Emerging Markets UCITS ETF - USD Acc,fallback_exchange
IE000Q2EQ5K8,28IY,XETRA,ETF,Germany,EUR,iShares iBonds Dec 2028 Term EUR Italy Government Bond UCITS ETF EUR (Dist),preferred_xetra
IE000Q4EBLW2,SPPB,LSE,ETF,UK,GBP,iShares Spain Govt Bond UCITS ETF GBP Hedged (Dist),fallback_exchange
IE000Q6C8036,SPEUH,PA,ETF,France,EUR,BNP PARIBAS Easy ICAV - BNP Paribas Easy S&P 500 Scored and Screened UCITS ETF UCITS ETF HEURCAP,fallback_exchange
IE000Q9IHH10,EUCL,XETRA,ETF,Germany,EUR,iShares â‚¬ AAA CLO Active UCITS ETF EUR (Acc),preferred_xetra
IE000Q9W2IR3,AIAA,XETRA,ETF,Germany,EUR,Ishares Iii Plc - Ishares Ai Adopters and Applications Ucits Etf,preferred_xetra
IE000QADMYA3,V3RE,XETRA,ETF,Germany,EUR,Vanguard Funds PLC - Vanguard ESG EUR Corporate Bond UCITS ETF,preferred_xetra
IE000QDFFK00,ANAU,XETRA,ETF,Germany,USD,AXA IM Nasdaq 100 UCITS ETF USD Acc,preferred_xetra
IE000QF66PE6,5ESE,XETRA,ETF,Germany,EUR,Invesco S&P 500 ESG UCITS ETF EUR Hdg Acc,preferred_xetra
IE000QJMYB29,ID29,LSE,ETF,UK,USD,iShares iBonds Dec 2029 Term $ Corp UCITS ETF USD (Acc),fallback_exchange
IE000QL3QEM2,H41S,XETRA,ETF,Germany,EUR,HSBC Global Government Bond UCITS ETF C H EUR,preferred_xetra
IE000QLV3SY5,FVEM,XETRA,ETF,Germany,EUR,Franklin MSCI Emerging Markets Paris Aligned Climate UCITS ETF EUR,preferred_xetra
IE000QMIHY81,H41H,XETRA,ETF,Germany,EUR,HSBC MSCI World UCITS ETF EUR Hedged (Acc) EUR,preferred_xetra
IE000QOU09J7,FXAC,AS,ETF,Netherlands,EUR,iShares China Large Cap UCITS ETF USD Acc EUR,fallback_exchange
IE000QUCVEN9,RIZD,XETRA,ETF,Germany,EUR,Rize Global Sustainable Infrastructure UCITS ETF – USD acc,preferred_xetra
IE000QUOSE01,V3DA,XETRA,ETF,Germany,EUR,Vanguard ESG Developed Europe All Cap UCITS ETF EUR Accumulation,preferred_xetra
IE000QVCP9S5,FGGG,LSE,ETF,UK,GBP,Fidelity Global Government Bond Climate Aware UCITS ETF Acc GBP Hedged,fallback_exchange
IE000QVYFUT7,XIGB,XETRA,ETF,Germany,EUR,Xtrackers India Government Bond UCITS ETF 1C USD Acc,preferred_xetra
IE000QWCYQT0,WLSC,PA,ETF,France,EUR,Amundi MSCI World Screened UCITS ETF,fallback_exchange
IE000QYDXKV5,TDVX,XETRA,ETF,Germany,EUR,VanEck Morningstar Developed Markets ex-US Dividend Leaders UCITS ETF A USD Acc,preferred_xetra
IE000R4ZNTN3,IXUA,XETRA,ETF,Germany,EUR,iShares MSCI World ex-USA UCITS ETF USD (Acc),preferred_xetra
IE000R85HL30,WEBD,XETRA,ETF,Germany,EUR,AMUNDI MSCI USA SRI Climate Net Zero Ambition PAB UCITS ETF Acc,preferred_xetra
IE000R8PO127,UKRN,XETRA,ETF,Germany,EUR,Ukraine Reconstruction UCITS ETF,preferred_xetra
IE000R9FA4A0,ZA30,XETRA,ETF,Germany,EUR,iShares S&P 500 ESG UCITS ETF USD (Acc) EUR,preferred_xetra
IE000RBFCPY3,GGED,XETRA,ETF,Germany,EUR,Invesco Global Government Bond UCITS ETF PfHdg Dist,preferred_xetra
IE000RCMNFR9,IGL5,LSE,ETF,UK,GBP,iShares UK Gilts 0-5yr UCITS ETF GBP (Acc),fallback_exchange
IE000RDRMSD1,CBUT,XETRA,ETF,Germany,EUR,iShares Blockchain Technology UCITS ETF USD Cap EUR,preferred_xetra
IE000RHYOR04,ERNX,XETRA,ETF,Germany,EUR,iShares € Ultrashort Bond UCITS ETF EUR (Acc),preferred_xetra
IE000RI14ZD9,MEXP,LSE,ETF,UK,GBX,Finamex Mexico S&P/BMV International UMS Sovereign Bond 5-10yr UCITS ETF Acc GBP,fallback_exchange
IE000RJECXS5,AVWC,XETRA,ETF,Germany,EUR,Avantis Global Equity UCITS ETF USD Acc EUR,preferred_xetra
IE000RLUE8E9,PAUS,XETRA,ETF,Germany,EUR,Invesco MSCI USA ESG Climate Paris Aligned UCITS ETF,preferred_xetra
IE000RMSPY39,CIRC,XETRA,ETF,Germany,EUR,Rize Circular Economy Enablers UCITS ETF Class A USD Acc EUR,preferred_xetra
IE000RN036E0,FTGT,XETRA,ETF,Germany,EUR,First Trust Alerian Disruptive Technology Real Estate UCITS ETF A USD Acc EUR,preferred_xetra
IE000RN58M26,CBUV,XETRA,ETF,Germany,EUR,iShares Metaverse UCITS ETF USD (Acc) EUR,preferred_xetra
IE000ROSD5J6,CEBT,XETRA,ETF,Germany,EUR,iShares Essential Metals Producers UCITS ETF USD Acc,preferred_xetra
IE000RTQ5X23,WOMC,LSE,ETF,UK,GBP,UBS MSCI World Mega Cap UCITS ETF USD acc,fallback_exchange
IE000RUF4QN8,EQQD,LSE,ETF,UK,USD,Invesco NASDAQ-100 Swap UCITS ETF Inc,fallback_exchange
IE000S0PSP47,VDTS,LSE,ETF,UK,GBP,Vanguard USD Treasury Bond UCITS ETF GBP Hedged Distribution,fallback_exchange
IE000S67ID55,DEGT,XETRA,ETF,Germany,EUR,Global Targeted Value UCITS ETF USD Acc,preferred_xetra
IE000S6ZDHA0,IGBS,LSE,ETF,UK,GBP,iShares Broad Global Govt Bond UCITS ETF GBP Hedged Distribution,fallback_exchange
IE000S9T0WR9,UQLTS,SW,ETF,Switzerland,CHF,UBS (Irl) ETF plc - Factor MSCI USA Quality UCITS ETF (hedged to CHF) A-acc,fallback_exchange
IE000SAXJ1M1,SY7D,XETRA,ETF,Germany,EUR,Global X EURO STOXX 50 Covered Call UCITS ETF - EUR Distributing,preferred_xetra
IE000SB4G4I4,BCFP,XETRA,ETF,Germany,EUR,UBS Nasdaq-100 UCITS ETF USD acc,preferred_xetra
IE000SBHVL31,ABIT,XETRA,ETF,Germany,EUR,AXA IM ACT Biodiversity Equity UCITS ETF - USD Acc EUR,preferred_xetra
IE000SBU19F7,SMTV,LSE,ETF,UK,GBP,VanEck Morningstar US SMID Moat UCITS ETF A Acc GBP,fallback_exchange
IE000SE6KPV2,IPAB,XETRA,ETF,Germany,EUR,iShares € Corp Bond ESG Paris-Aligned Climate UCITS ETF EUR (Acc),preferred_xetra
IE000SGVQIZ9,HMXA,LSE,ETF,UK,USD,HSBC MSCI Pacific ex Japan UCITS ETF USD (Acc),fallback_exchange
IE000SHR0UX9,FWCA,SW,ETF,Switzerland,CHF,Invesco FTSE All-World UCITS ETF CHF PfHdg Acc,fallback_exchange
IE000SIZJ2B2,IB26,XETRA,ETF,Germany,EUR,iShares iBonds Dec 2026 Term € Corp UCITS ETF EUR Inc,preferred_xetra
IE000SOORXS0,VCAA,XETRA,ETF,Germany,EUR,Vanguard EUR Cash UCITS ETF (Acc),preferred_xetra
IE000SPKU8M9,HPES,LSE,ETF,UK,GBP,HSBC FTSE EPRA NAREIT Developed Paris Aligned UCITS ETF USD (Dist) GBP,fallback_exchange
IE000SRQBBT6,XUDY,XETRA,ETF,Germany,EUR,Xtrackers S&P 500 Defensive Shareholder Yield UCITS ETF 1C,preferred_xetra
IE000SSFEUS3,U03A,LSE,ETF,UK,USD,iShares $ Treasury Bond 0-3 Month UCITS ETF USD (Acc),fallback_exchange
IE000ST40PX8,ES6Y,XETRA,ETF,Germany,EUR,L&G Emerging Cyber Security ESG Exclusions UCITS ETF USD Accumulating EUR,preferred_xetra
IE000STIHQB2,FVSA,XETRA,ETF,Germany,EUR,Franklin Euro Short Maturity UCITS ETF (Acc),preferred_xetra
IE000SU1VJ03,WDSD,XETRA,ETF,Germany,EUR,SPDR MSCI World Small Cap UCITS ETF (Dist),preferred_xetra
IE000SVXJH05,QNXT,PA,ETF,France,EUR,iSh Nasd 100 ex-Top 30 UCITS ETF USD Acc,fallback_exchange
